home_no,host_name,host_age,host_phone,host_gender,guardian_name,guardian_phone,relation,host_register_no,host_account_no,host_bank,rent,lat,lng,introduce,host_personality_no,home_option_no,si,sgg,emd,ro,detail,register_member_role
672,김서준,87,01026276474,M,우영환,01069249134,자녀,870529-1079930,008-433882584635,SC제일,50,37.575348,126.810431,"방화역역세권,동향,풀옵션,기본관리비무,도배장판완료,하시입주,1층주차장.",672,672,서울,강서구,empty,금낭화로17길 22,empty,USER
673,이영환,73,01088104326,M,손수민,01020663517,자녀,270818-1554508,002-935863849343,우리,45,37.568113,126.815753,"신방화역1분,풀옵션,주차가능,입주일협의,조용한주거지역,관리비2만원",673,673,서울,강서구,empty,방화대로31길 12,empty,USER
674,이영수,82,01035714146,M,이지원,01074628388,자녀,600501-1075904,011-517417785266,산업,35,37.563723,126.807803,바로 입주가능 공항시장역 풀옵션원룸 임대,674,674,서울,강서구,empty,개화동로29길 17,empty,UNAUTHORIZED_MEMBER
675,윤병철,99,01037209248,M,서예진,01005199771,자녀,440120-2733020,002-275108744411,우리,45,37.563886,126.808333,empty,675,675,서울,강서구,empty,개화동로29길 29,empty,UNAUTHORIZED_MEMBER
676,이지아,76,01011991541,F,김중수,01067438272,자녀,470828-2025916,017-471973683094,광주,45,37.562562,126.810189,1.송정초등학교 바로앞 송정역 도보2분 공항시장역 도보1분 안전한 위치,676,676,서울,강서구,empty,공항대로3길 21,empty,UNAUTHORIZED_MEMBER
677,서중수,98,01011482778,M,김민재,01033852431,자녀,950907-1339323,012-511484755599,토스,50,37.57841,126.8125,"방화역세권,복층,풀옵션,깔끔,입주협의",677,677,서울,강서구,empty,금낭화로 287,empty,USER
678,진정수,78,01068492942,M,김민재,01069164409,자녀,450710-2826507,011-173521825186,산업,43,37.564083,126.807771,1.공항시장역 도보3분 역세권 예쁘고 깔끔한 풀옵션 원룸 가성비 좋아요,678,678,서울,강서구,empty,방화동로1길 55,empty,UNAUTHORIZED_MEMBER
679,이민석,95,01015104728,M,이서영,01053981947,자녀,480601-2154365,008-810457385276,SC제일,32,37.563943,126.807892,한달 가능 두달 가능 초저렴 김포공항 단기 선착순,679,679,서울,강서구,empty,개화동로29길 21,empty,USER
680,김상훈,71,01093215457,M,이시우,01039158793,자녀,980223-2411924,016-755068617695,전북,45,37.558144,126.812442,"송정역 역세권.풀옵션 원룸.주차,4월 중순입주가능.",680,680,서울,강서구,empty,공항대로8길 65,empty,UNAUTHORIZED_MEMBER
681,홍미정,99,01089712380,F,민춘자,01022776574,자녀,810511-1593031,014-633622904963,경남,45,37.558144,126.812442,신축급 풀옵션 정말깔끔한 주차가능한방,681,681,서울,강서구,empty,공항대로8길 65,empty,USER
682,박준서,90,01071943746,M,장종수,01050973048,자녀,530604-2785929,015-701699775870,대구,35,37.557684,126.815442,송정역.저렴한 풀옵션 원룸.즉시 입주가능.,682,682,서울,강서구,empty,방화대로7다길 6,empty,USER
683,류현우,68,01060553671,M,송서윤,01051386572,자녀,020517-2066507,020-742592367132,제주,33,37.559099,126.80854,단기 가능 풀옵션원룸 초저렴 가성비 탑,683,683,서울,강서구,empty,공항대로2길 52,empty,USER
684,배은서,97,01065817094,F,이동현,01092065040,자녀,890912-2151769,005-107961876696,농협,50,37.559754,126.809107,empty,684,684,서울,강서구,empty,남부순환로5길 47,empty,USER
685,박민지,68,01023034100,F,윤정훈,01007167343,자녀,550029-2457855,004-609872000418,하나,35,37.559439,126.812183,송정역 역세권.도배새로한 저렴한 풀옵션 원룸.즉시입주가능.,685,685,서울,강서구,empty,공항대로8길 38,empty,UNAUTHORIZED_MEMBER
686,한진호,70,01031344115,M,백옥자,01072723136,자녀,260201-1261102,003-710253915832,신한,37,37.56009,126.809195,"1000 32, 500 37, TV제공 신축급풀옵션",686,686,서울,강서구,empty,공항대로2가길 13,empty,USER
687,정정수,91,01010787723,M,김진호,01049133498,자녀,640705-1159937,017-392061854379,광주,30,37.559099,126.80854,단기 가능 풀옵션원룸 초저렴 가성비 탑,687,687,서울,강서구,empty,공항대로2길 52,empty,USER
688,장서현,84,01021721849,F,양정식,01062528221,자녀,510509-1523604,006-242345995530,기업,37,37.56009,126.809195,empty,688,688,서울,강서구,empty,공항대로2가길 13,empty,USER
689,김성현,78,01003653782,M,김경숙,01079629504,자녀,620421-1750429,023-409399018897,케이,37,37.56009,126.809195,송정역 최고의 가성비원룸.즉시입주 가능한 풀옵션입니다.,689,689,서울,강서구,empty,공항대로2가길 13,empty,USER
690,김광수,66,01035291417,M,김은영,01020927752,자녀,960914-1878105,013-346642924896,부산,35,37.557994,126.814918,주차가능 빠른입주까지,690,690,서울,강서구,empty,남부순환로11길 100,empty,USER
691,강성훈,91,01023587493,M,장경숙,01070739370,자녀,600602-2454627,008-240811488009,SC제일,45,37.560419,126.808555,마당있는 넓은 옥탑입니다,691,691,서울,강서구,empty,공항대로2길 22,empty,UNAUTHORIZED_MEMBER
692,허숙자,74,01057795891,F,박영환,01004299455,자녀,440810-2438474,012-373068003652,토스,30,37.558257,126.813144,분리형 즉시입주 신축급 풀옵션,692,692,서울,강서구,empty,남부순환로11가길 101,empty,UNAUTHORIZED_MEMBER
693,이경수,81,01009185036,M,김지아,01007556834,자녀,550612-2478958,015-270817280020,대구,45,37.5565,126.811396,신축급 풀옵션 조용한 주거지역 단기가능,693,693,서울,강서구,empty,송정로1길 22,empty,UNAUTHORIZED_MEMBER
694,강상현,94,01074169343,M,장순자,01067089973,자녀,460005-1725975,014-112945033868,경남,45,37.556794,126.811206,단기가능 신축급 풀옵션 선착순,694,694,서울,강서구,empty,남부순환로9길 20,empty,UNAUTHORIZED_MEMBER
695,박영호,79,01049835509,M,신동현,01051960576,자녀,900820-1836572,017-701677717009,광주,45,37.560419,126.808555,송정역 5분 마당 있어 운동 빨래 가능한 옥탑 원룸,695,695,서울,강서구,empty,공항대로2길 22,empty,UNAUTHORIZED_MEMBER
696,이정웅,82,01043191683,M,장지원,01062271014,자녀,790121-1798177,008-116046859606,SC제일,43,37.559099,126.80854,empty,696,696,서울,강서구,empty,공항대로2길 52,empty,USER
697,김성현,66,01051552489,M,전하은,01027946729,자녀,500523-1013305,006-483253541216,기업,40,37.559099,126.80854,empty,697,697,서울,강서구,empty,공항대로2길 52,empty,USER
698,박예은,69,01051711151,F,류영철,01025241155,자녀,580522-2992112,015-519576454783,대구,40,37.559175,126.80888,1.송정역 풀옵션 원룸 가성비 아주 좋아요,698,698,서울,강서구,empty,공항대로2길 51,empty,UNAUTHORIZED_MEMBER
699,박지영,100,01065378345,F,양상호,01097600191,자녀,140901-1724734,002-790036104971,우리,40,37.559175,126.80888,1.송정역 풀옵션 원룸 가성비 아주 좋아요,699,699,서울,강서구,empty,공항대로2길 51,empty,UNAUTHORIZED_MEMBER
700,이서현,72,01029963678,F,배미경,01096462664,자녀,640907-2805709,002-690397371401,우리,50,37.55567,126.815955,강서농산물시장 출퇴근 하시는 분 조용하고 아늑한 세련된 풀옵션 원룸,700,700,서울,강서구,empty,방화대로5나길 16,empty,UNAUTHORIZED_MEMBER
701,김은경,70,01016559899,F,김수진,01061887009,자녀,650103-2494601,003-634901706912,신한,35,37.530191,126.857631,낮은계단 반지층 투룸 공실,701,701,서울,강서구,empty,국회대로7길 56,empty,UNAUTHORIZED_MEMBER
702,유준호,86,01037615082,M,황민서,01088976287,자녀,980802-1949902,090-714820347087,카카오,40,37.530588,126.860085,다가구주택 지상층 투룸 입니다.,702,702,서울,강서구,empty,강서로5라길 212,empty,UNAUTHORIZED_MEMBER
703,이재현,85,01091781987,M,한지원,01093143146,자녀,620010-2950620,020-191841926533,제주,20,37.530777,126.858888,낮은계단 반지층 방1개 주택가,703,703,서울,강서구,empty,강서로8길 194,empty,UNAUTHORIZED_MEMBER
704,노정식,79,01037584948,M,류영자,01076633538,자녀,500723-2010614,013-810516342845,부산,44,37.530376,126.863342,"목동역도보,풀옵션원룸",704,704,서울,강서구,empty,곰달래로60길 41,empty,USER
705,양춘자,78,01058650820,F,김경수,01000829277,자녀,270616-2796673,004-062733337208,하나,35,37.563794,126.851554,가양역 역세권 초저렴 잠만 주무시는 분들께 최적,705,705,서울,강서구,empty,양천로57길 9,empty,USER
706,박수진,84,01057964483,F,김서윤,01068315605,자녀,320810-1172061,008-050363505667,SC제일,25,37.663888,127.041281,풀옵션 관리비저렴 역세권 방학역 도보5분 버스전용차선 교통편리,706,706,서울,도봉구,empty,도봉로145가길 20,empty,UNAUTHORIZED_MEMBER
707,김예원,87,01037508107,F,박민준,01063786874,자녀,690420-2910673,016-207798793145,전북,30,37.667057,127.032467,"에어컨 있음, 가스랜지 있음, 즉시 입주 가능, 교통편리, 상태 깨끗",707,707,서울,도봉구,empty,시루봉로 197,empty,USER
708,강영일,71,01095590691,M,장성수,01094941633,자녀,040801-1415076,020-453083224396,제주,29,37.662904,127.033883,"풀옵션, 분리형원룸, 빠른입주 가능, 엘베 유, 애완견안됨,",708,708,서울,도봉구,empty,도당로9길 13,empty,USER
709,김시우,67,01072905926,M,홍동현,01079157322,자녀,080917-2989921,001-414461473078,국민,30,37.666296,127.032622,"반지하 방2 화1 주방, 도배,장판교체, 옵션",709,709,서울,도봉구,empty,시루봉로 192,empty,UNAUTHORIZED_MEMBER
710,김주원,85,01001609625,M,우민지,01052658396,자녀,620419-2749110,090-901632676973,카카오,30,37.651548,127.026538,성원 분리형원룸 보증금조절가 전세가,710,710,서울,도봉구,empty,노해로41나길 41,empty,USER
711,최민재,65,01010937795,M,이성진,01097563119,자녀,790916-2442259,014-679477398123,경남,30,37.655622,127.016543,empty,711,711,서울,도봉구,empty,우이천로46가길 5,empty,UNAUTHORIZED_MEMBER
712,권정숙,70,01006081660,F,이미영,01007592977,자녀,460725-2799472,017-932928487187,광주,27,37.688724,127.044082,신축급 풀옵션 시설깨끗 역세권 1 7호선도봉산역 도보4분 주차가능 즉입가,712,712,서울,도봉구,empty,도봉산4나길 25,empty,USER
713,김은경,100,01097014001,F,김윤서,01030652020,자녀,100716-1595073,006-596578921063,기업,27,37.688724,127.044082,신축급 풀옵션 시설깨끗 역세권 1 7호선도봉산역 도보4분 주차가능 즉입가,713,713,서울,도봉구,empty,도봉산4나길 25,empty,UNAUTHORIZED_MEMBER
714,김경희,97,01016342486,F,하지혜,01020535237,자녀,610916-1189578,011-487476232062,산업,27,37.68862,127.041843,하시이사 풀옵션 역세권 보증금 조정가능합니다,714,714,서울,도봉구,empty,도봉산4가길 6,empty,UNAUTHORIZED_MEMBER
715,김지아,95,01007428316,F,이성수,01065472314,자녀,540029-1665708,020-782533216232,제주,30,37.647145,127.015733,올수리 4.19역 도보3분 방2 테라스 잘빠진 구조 알토란 빌라,715,715,서울,강북구,empty,삼양로130길 9,empty,UNAUTHORIZED_MEMBER
716,김민준,72,01042491667,M,송정웅,01021109648,자녀,190024-2450283,013-909471063394,부산,30,37.637054,127.016841,화계역도보 입지조건 좋은 귀한 풀옵션 원룸 저렴한 반지층월세,716,716,서울,강북구,empty,삼양로93길 3,empty,UNAUTHORIZED_MEMBER
717,장지혜,77,01036165366,F,남지훈,01039370271,자녀,210300-2573727,020-025563436947,제주,28,37.641622,127.0275,성원 역5분 즉시입주가 보증금조절 깔끔,717,717,서울,강북구,empty,도봉로95길 23,empty,UNAUTHORIZED_MEMBER
718,이정숙,76,01052204425,F,김경자,01007119345,자녀,720517-1143627,018-228612831321,수협,30,37.639406,127.029864,수유역인근 풀옵션 원룸,718,718,서울,강북구,empty,한천로124나길 64,empty,UNAUTHORIZED_MEMBER
719,김은지,71,01058894227,F,배성수,01037420051,자녀,370304-2545490,004-112559896835,하나,28,37.616096,127.033089,미아사거리역세권도보6분거리  풀옵션 융자없는집 살짝 반지하임 밝은집,719,719,서울,강북구,empty,오현로8길 3,empty,UNAUTHORIZED_MEMBER
720,박서연,66,01004716811,F,김경수,01010066779,자녀,070922-2215953,018-746565666417,수협,29,37.613831,127.037474,"오픈형 원룸｜에어컨, 냉장고, 세탁기, 인덕션｜빠른 입주 가능",720,720,서울,강북구,empty,월계로21가길 3,empty,UNAUTHORIZED_MEMBER
721,박정희,75,01043349993,F,최지후,01002371560,자녀,150007-2398627,012-914431924140,토스,28,37.616527,127.028155,급월세 즉시입주 가능한 가성비좋은 미사역 5분거리 반지하이지만밝은집,721,721,서울,강북구,empty,솔샘로64길 15,empty,UNAUTHORIZED_MEMBER
722,장미경,99,01054061059,F,안성수,01019434077,자녀,250704-2695428,011-051874483338,산업,28,37.616096,127.033089,가격내립니다 큰방 창문넓은집이며 살짝반지하 입니다,722,722,서울,강북구,empty,오현로8길 3,empty,USER
723,주광수,97,01020307498,M,강옥자,01033404878,자녀,830107-1562879,011-116609142914,산업,30,37.624631,127.024153,empty,723,723,서울,강북구,empty,도봉로49길 41,empty,UNAUTHORIZED_MEMBER
724,문유진,94,01084126202,F,이성현,01000523259,자녀,370102-1879500,090-644222717671,카카오,30,37.621886,127.023095,미아역 도보5분 옥탑방 원룸,724,724,서울,강북구,empty,도봉로41길 77,empty,UNAUTHORIZED_MEMBER
725,송승민,100,01042926308,M,이정숙,01010803167,자녀,220629-2184945,013-303016967668,부산,30,37.458377,126.901728,빌라형 신축  풀옵션 원룸 즉시입주,725,725,서울,금천구,empty,시흥대로74나길 8,empty,UNAUTHORIZED_MEMBER
726,한재현,85,01039849412,M,구예원,01054499364,자녀,210100-2656158,023-907897729628,케이,30,37.458377,126.901728,빌라형   풀옵션원룸  즉시입주,726,726,서울,금천구,empty,시흥대로74나길 8,empty,USER
727,김영철,79,01006670058,M,정은서,01050430071,자녀,180716-1017870,017-314253092362,광주,29,37.472158,126.892652,2층 풀옵션 원룸,727,727,서울,금천구,empty,가산로3길 51,empty,UNAUTHORIZED_MEMBER
728,지민수,85,01075399836,M,김준영,01097875336,자녀,060600-1478302,008-775760455794,SC제일,30,37.592122,127.08838,면목역 거실 넓고 공간 넓은 1.5룸 베란다도 있어요,728,728,서울,중랑구,empty,면목로84길 27,empty,USER
729,송정수,75,01006448503,M,홍예준,01049741976,자녀,090608-1960422,016-117942613833,전북,30,37.575156,127.085981,가격저렴 내부 깨끗하고 하시입주가능,729,729,서울,중랑구,empty,면목로28길 9,empty,UNAUTHORIZED_MEMBER
730,장시우,97,01012443420,M,김현준,01057052716,자녀,000024-2530064,006-800552600792,기업,22,37.586073,127.083047,에어컨협의 옥탑층,730,730,서울,중랑구,empty,겸재로28길 30,empty,UNAUTHORIZED_MEMBER
731,김지원,89,01075036299,F,최경숙,01074701795,자녀,870223-1874422,016-324425025428,전북,25,37.57325,127.082557,가격저렴 올수리 하시입주가능,731,731,서울,중랑구,empty,면목로23길 31,empty,USER
732,김윤서,85,01091898612,F,정선영,01019477139,자녀,660526-2824042,011-324574822437,산업,30,37.58584,127.088795,면목역 초저렴. 교통편리한 풀옵션 원룸.,732,732,서울,중랑구,empty,면목로 378,empty,USER
733,김승현,77,01044377787,M,정아름,01067674226,자녀,290926-1918460,014-196690055517,경남,30,37.57325,127.082557,올수리 가격저렴 하시 입주가능,733,733,서울,중랑구,empty,면목로23길 31,empty,USER
734,최영순,65,01049199414,F,이영수,01024425661,자녀,410620-1225944,018-860265322396,수협,27,37.608499,127.077478,"먹골역2분, 깔끔한 풀옵션  원룸,주차x ,애완x, 가성비최고",734,734,서울,중랑구,empty,동일로157가길 32,empty,USER
735,서상철,66,01083769845,M,윤성호,01042636845,자녀,860703-2357164,090-115981461376,카카오,40,37.481065,126.898379,저렴한금액으로 구디역 거주하기 딱좋은 원룸이에요,735,735,서울,구로구,empty,디지털로32다길 46,empty,UNAUTHORIZED_MEMBER
736,김민재,82,01089818626,M,강현우,01098374415,자녀,440714-1745323,006-291252203650,기업,40,37.48039,126.897292,구디역 혼자살기 너무좋은위치 원룸이에요,736,736,서울,구로구,empty,디지털로32가길 73,empty,UNAUTHORIZED_MEMBER
737,손정웅,67,01098004028,M,김승민,01050516844,자녀,900328-1454987,011-130534909571,산업,40,37.482056,126.899173,구디역 넓은방 2호선 도보6분 큰대로변 가성비 원룸,737,737,서울,구로구,empty,디지털로32다길 26,empty,UNAUTHORIZED_MEMBER
738,우미숙,98,01049030100,F,박순자,01015355134,자녀,750701-1403710,005-664877740208,농협,35,37.481022,126.897871,깔끔하고 넓은 방O월세 저렴한 방O보증금 조절 가능O2호선 도보 8분,738,738,서울,구로구,empty,디지털로32가길 55,empty,USER
739,문진호,97,01068805956,M,이보람,01070461950,자녀,250029-1891796,015-856882083965,대구,40,37.482056,126.899173,넓고 큰방 O 2호선 도보 5분 O 편의점 30초 O 주차가능,739,739,서울,구로구,empty,디지털로32다길 26,empty,USER
740,박민석,67,01059466027,M,박수진,01024594980,자녀,480015-1135729,023-423246544010,케이,40,37.479877,126.897557,넓고 큰방 O 2호선 도보 10분 O 주차가능O 편의점 30초 O,740,740,서울,구로구,empty,시흥대로161가길 23,empty,USER
741,서도윤,91,01022037787,M,김옥순,01053388863,자녀,930212-1824293,013-686623743731,부산,35,37.480512,126.896322,오픈형 넓은 방 O보증금 조절가능 O회사단지 앞 O구디역 2호선 10분,741,741,서울,구로구,empty,디지털로32가길 86,empty,UNAUTHORIZED_MEMBER
742,강은정,65,01032193546,F,김승민,01056443643,자녀,800714-1657685,012-019600481840,토스,40,37.48201,126.900138,2호선 도보 5분 O넓고 큰방 찾으시는 분 O수납공간 많은 풀옵션,742,742,서울,구로구,empty,시흥대로 545,empty,USER
743,강상훈,66,01044695877,M,박상현,01065783402,자녀,880215-2333911,014-950150434827,경남,40,37.482056,126.899173,넓고 큰방 O구디 도보 6분 O편의점 20초 O채광 좋은 방 O주차가능,743,743,서울,구로구,empty,디지털로32다길 26,empty,UNAUTHORIZED_MEMBER
744,박은경,81,01078302084,F,김영미,01001893946,자녀,200700-1735829,011-625948229550,산업,40,37.479975,126.8964,넓고 큰방 O 넓은 책상 O 2호선 도보 9분 O 편의점 10초 O주차,744,744,서울,구로구,empty,디지털로32가길 92,empty,USER
745,손경희,81,01097521199,F,박예준,01027637367,자녀,140104-2966415,013-225681306185,부산,40,37.48201,126.900138,역세권 넓고 큰방 찾으시는 분 O 보증금 업 월세 다운 가능한 방입니당,745,745,서울,구로구,empty,시흥대로 545,empty,USER
746,나지우,100,01031669641,F,최지후,01047300510,자녀,040802-1460997,003-017414397808,신한,40,37.483575,126.900685,구디단지 2호선 도보5분 넓고 채광좋은 분리형원룸,746,746,서울,구로구,empty,디지털로32길 97,empty,UNAUTHORIZED_MEMBER
747,김도윤,99,01048875959,M,김지은,01074671982,자녀,240616-1707397,002-656975232311,우리,35,37.480985,126.896997,구로디지털단지역 도보 10분 원룸입니다.,747,747,서울,구로구,empty,디지털로32가길 76,empty,UNAUTHORIZED_MEMBER
748,황민수,90,01041727793,M,박성호,01020653776,자녀,500825-1547915,012-515564829819,토스,40,37.481798,126.899774,넓고 큰방 O 2호선 도보 5분 O대출 없어요 O 보증금 조절 가능,748,748,서울,구로구,empty,디지털로32다길 23,empty,USER
749,이준영,73,01079855149,M,김경희,01047781579,자녀,100506-1618924,002-937814477339,우리,40,37.48201,126.900138,"넓고,큰방 구디역 2호선 역세권 분리형원룸",749,749,서울,구로구,empty,시흥대로 545,empty,USER
750,조영수,85,01012030634,M,이성훈,01010718472,자녀,780117-2574035,017-912997918061,광주,40,37.482056,126.899173,넓고 큰방 O 2호선 도보 7분O  편의점 30초O 보증금 조절 가능,750,750,서울,구로구,empty,디지털로32다길 26,empty,USER
751,이상철,91,01099235444,M,최은영,01075365559,자녀,860022-1424712,016-217069300058,전북,40,37.48201,126.900138,"2호선 도보 5분,O넓고 큰방O, 수납공간 많은 O주차가능",751,751,서울,구로구,empty,시흥대로 545,empty,USER
752,문성호,84,01051679521,M,신영진,01071927106,자녀,470806-1066903,020-564025736750,제주,40,37.480163,126.893573,"가산디지털,구로디지털, 역세권, 신축급, 깔끔한 원룸",752,752,서울,구로구,empty,디지털로24가길 28,empty,UNAUTHORIZED_MEMBER
753,심지훈,80,01058967994,M,박진우,01046656548,자녀,880922-2443521,011-284412505602,산업,40,37.48201,126.900138,2호선 도보 5분 거리 O넓고 큰방 찾으시는 분 O수납공간 많은O 풀옵션,753,753,서울,구로구,empty,시흥대로 545,empty,USER
754,이민재,69,01099998069,M,박영희,01023974460,자녀,260726-1185820,013-142828270265,부산,40,37.480946,126.897814,넓고 큰방 O2호선 도보 8분 O주차가능 O보증금 월세 저렴한O,754,754,서울,구로구,empty,디지털로32가길 57,empty,UNAUTHORIZED_MEMBER
755,홍정남,83,01071740758,M,박민수,01033727342,자녀,990629-1906397,016-674037486723,전북,40,37.480599,126.898125,구디역 화이트톤 올리모델링 깔끔한 분리형원룸,755,755,서울,구로구,empty,시흥대로161가길 16,empty,USER
756,김미숙,82,01064625432,F,민상현,01098451025,자녀,240317-1759477,007-995544919468,씨티,40,37.480568,126.896994,구디역 도보10분 밑에 G25편의점 깔끔한 오피스텔,756,756,서울,구로구,empty,디지털로32가길 72,empty,USER
757,박민수,82,01006547811,M,홍미경,01014143260,자녀,330713-2087931,016-369682380333,전북,40,37.48142,126.898819,넓고 큰방 O 2호선 도보 7분 O 편의점 30초 O 주차가능,757,757,서울,구로구,empty,디지털로32다길 40,empty,UNAUTHORIZED_MEMBER
758,안상훈,95,01061699255,M,김예준,01038396081,자녀,900006-2278277,008-571082896962,SC제일,32,37.496811,126.891157,개별 냉난방기 설치 완료 24시간 사용,758,758,서울,구로구,구로동,empty,empty,UNAUTHORIZED_MEMBER
759,박예원,68,01033123053,F,노은영,01002104203,자녀,820018-2406086,005-780818526168,농협,40,37.480308,126.898642,구로디지털단지 역세권 화이트톤 가성비 꿀방,759,759,서울,구로구,empty,디지털로32다길 64,empty,UNAUTHORIZED_MEMBER
760,박영길,99,01071888834,M,박순옥,01050282269,자녀,950800-1776781,018-519082086171,수협,40,37.480749,126.899241,복층O 2호선 도보 5분 O 주차가능O 고양이 가능O 보증금 조절 가능,760,760,서울,구로구,empty,시흥대로 529,empty,UNAUTHORIZED_MEMBER
761,임숙자,71,01028683458,F,박정웅,01034343543,자녀,920503-1543065,008-698396774865,SC제일,40,37.481798,126.899774,넓고 큰방O 2호선 도보 5분 O 수납공간O보증금 조절 가능O 주차가능,761,761,서울,구로구,empty,디지털로32다길 23,empty,UNAUTHORIZED_MEMBER
762,이민석,82,01017072823,M,김현숙,01097327452,자녀,120907-1433698,020-764970166667,제주,35,37.496811,126.891157,2호선 역세권 특수리된 사무실오피스텔,762,762,서울,구로구,구로동,empty,empty,USER
763,김준호,94,01055591309,M,류미영,01089741145,자녀,110229-2799267,009-756484800607,우체국,40,37.48201,126.900138,구로디지털역세권편의점20초세탁방좋은방,763,763,서울,구로구,empty,시흥대로 545,empty,USER
764,최숙자,90,01068458135,F,김상훈,01028386586,자녀,180214-2776130,023-073030855247,케이,40,37.481555,126.898231,넓고 큰방O 2호선 도보 6분 O편의점 20초 O주차가능 O분리형 원룸,764,764,서울,구로구,empty,디지털로32가길 43,empty,USER
765,김영자,76,01091594730,F,백정수,01097865012,자녀,410908-2195545,003-621177074771,신한,35,37.480258,126.896788,"옥탑 원룸, 주차가능 풀옵션",765,765,서울,구로구,empty,디지털로32가길 82,empty,USER
766,김경숙,74,01064183225,F,김성수,01035214523,자녀,500815-1448553,011-172949502540,산업,29,37.480226,126.896212,구로디지털단지역7분황금위치예쁜방,766,766,서울,구로구,empty,디지털로32가길 86,empty,USER
767,김영철,87,01083004246,M,이민재,01036451084,자녀,190108-2166703,004-116654434330,하나,40,37.480308,126.898642,구디역 2호선 도보8분 화이트톤 가성비 분리원룸,767,767,서울,구로구,empty,디지털로32다길 64,empty,USER
768,류주원,82,01021782384,M,고승현,01006324296,자녀,520014-2918458,016-758668880687,전북,40,37.48039,126.897292,보증금 협의 가능한 원룸,768,768,서울,구로구,empty,디지털로32가길 73,empty,USER
769,허보람,100,01055783270,F,김순옥,01012352559,자녀,490108-1615935,018-592169245315,수협,40,37.479635,126.892989,"G타워 도보 5분, 분리형 풀옵션 원룸, 가성비 최강",769,769,서울,구로구,empty,남부순환로107가길 16,empty,USER
770,김미경,81,01079136565,F,홍민서,01095189459,자녀,420518-2520331,015-287875465697,대구,40,37.482362,126.900227,우드화이트톤 O 넓고 큰방 O 2호선 도보 5분 O 초역세권 O주차가능,770,770,서울,구로구,empty,디지털로32다길 9,empty,UNAUTHORIZED_MEMBER
771,류미숙,71,01056568672,F,이정순,01046562525,자녀,150303-1465240,014-069543179836,경남,40,37.480599,126.898125,넓고 큰방 O 화이트톤 O주차가능 O편의점 30초 O 2호선 도보 8분,771,771,서울,구로구,empty,시흥대로161가길 16,empty,UNAUTHORIZED_MEMBER
772,이진호,80,01036954750,M,박지혜,01095412391,자녀,450224-1397340,006-104034902537,기업,40,37.479575,126.896962,empty,772,772,서울,구로구,empty,시흥대로161길 44,empty,UNAUTHORIZED_MEMBER
773,윤지은,98,01056282054,F,강시우,01095203004,자녀,750614-1456869,002-876623587625,우리,40,37.482362,126.900227,넓고 큰방 O구디역 도보 5분 O회사단지 도보 5분 O주차 가능,773,773,서울,구로구,empty,디지털로32다길 9,empty,USER
774,이명자,90,01090714674,F,김우진,01033922746,자녀,930600-1012492,014-212789576042,경남,40,37.481555,126.898231,empty,774,774,서울,구로구,empty,디지털로32가길 43,empty,USER
775,박지영,68,01033945731,F,우혜진,01076892704,자녀,240304-2413605,016-060010347641,전북,34,37.480648,126.897996,"구로디지털단지역 근접,풀옵션,주차",775,775,서울,구로구,empty,시흥대로161가길 18,empty,USER
776,김현주,71,01032103164,F,이하윤,01009631935,자녀,870103-1500991,001-930271954371,국민,40,37.482362,126.900227,2호선 구디역 도보5분 바로앞 편의점 분리형원룸,776,776,서울,구로구,empty,디지털로32다길 9,empty,UNAUTHORIZED_MEMBER
777,김예준,75,01027965880,M,한미경,01090637912,자녀,270607-2280936,008-391259636407,SC제일,40,37.48142,126.898819,화이트톤 구로디지털단지 큰방 가성비 분리원룸,777,777,서울,구로구,empty,디지털로32다길 40,empty,USER
778,최영식,67,01078369016,M,남정희,01079704364,자녀,590624-1249884,003-120154258683,신한,20,37.502759,126.852718,"채광 좋고, 즉시 입주 가능한 월세, 도배 장판 교체 완료",778,778,서울,구로구,empty,경인로35다길 15,empty,USER
779,이은경,80,01053248141,F,김준영,01060095506,자녀,270020-1761295,007-439044646758,씨티,30,37.500438,126.850286,"｜방2 월세｜신혼부부 사는 깔끔한집, 즉시입주 가능",779,779,서울,구로구,empty,경인로33다길 12,empty,UNAUTHORIZED_MEMBER
780,이경숙,69,01061132310,F,김종수,01041291936,자녀,520409-1158750,001-323143415974,국민,35,37.503065,126.847696,위치좋은 중간층 방2칸월세방이고 깨끗하고 즉시입주,780,780,서울,구로구,empty,고척로27길 16,empty,UNAUTHORIZED_MEMBER
781,강현우,78,01090084179,M,박지혜,01005197190,자녀,260709-2216828,011-019013525997,산업,15,37.504999,126.850178,깨끗하고 저렴하게 나온 월세방 즉시입주가능,781,781,서울,구로구,empty,고척로39가길 11,empty,USER
782,허순옥,92,01083996571,F,이정남,01044323835,자녀,540427-1731276,002-147809410075,우리,30,37.50313,126.846212,리모델링준신축 수준 첫입주 풀옵션 원룸. 난방비 관리비에 포함,782,782,서울,구로구,empty,고척로23길 34,empty,USER
783,전서준,81,01049886516,M,홍영진,01064141082,자녀,010809-1363236,009-112582891883,우체국,20,37.503919,126.848694,깨끗하고 저렴하게 나온 방1칸월세방이고 입주협의,783,783,서울,구로구,empty,고척로33길 30,empty,USER
784,최지연,85,01029746110,F,전명자,01027257880,자녀,590804-2644151,012-221809359171,토스,20,37.505684,126.849887,"평1층, 세곡초 인근 월세방, 착한 가격의 매물",784,784,서울,구로구,고척동,empty,empty,UNAUTHORIZED_MEMBER
